class,u,g,r,i,z,redshift
STAR,18.78848,17.6971,17.24739,17.06241,16.96377,0.000146592
GALAXY,19.42995,17.39055,16.39533,15.93605,15.53438,0.09834226
GALAXY,17.07409,15.73752,15.10394,14.79194,14.54627,0.03230694
GALAXY,17.87073,16.97596,16.65526,16.44427,16.28964,0.03252251
GALAXY,18.24411,16.95014,16.34742,15.98839,15.75474,0.04647528
QSO,18.6547,18.55897,18.57645,18.36495,18.33595,1.804534
STAR,16.80993,15.13045,14.5649,14.39641,14.34659,7.62E-05
STAR,16.96315,15.86509,15.49731,15.37847,15.35846,0.000296697
STAR,18.92824,17.38837,16.72043,16.46886,16.33774,0.00014625
STAR,16.71075,15.82018,15.55912,15.46948,15.46105,-0.000282862
QSO,19.56484,18.09186,17.48652,17.27554,17.19135,0.4898429
GALAXY,19.40369,18.20193,17.6602,17.3032,17.1335,0.09363134
QSO,19.05446,18.89726,18.7176,18.77638,18.74208,1.108809
STAR,19.24837,18.34879,18.0099,17.86746,17.83098,0.000639288
GALAXY,18.43393,17.4587,16.9533,16.60649,16.44025,0.1241521
GALAXY,18.99284,17.23192,16.22528,15.76088,15.36745,0.1240381
STAR,17.91676,16.96593,16.7293,16.60566,16.56816,0.000639694
STAR,18.16005,17.78136,18.0508,18.27698,18.54817,4.60E-06
GALAXY,19.49332,18.30225,17.55129,17.13587,16.8486,0.1588591
QSO,19.55449,19.18794,19.17919,19.15136,19.08555,0.6833993
GALAXY,19.38338,18.22868,17.85891,17.59174,17.44765,0.08265854
STAR,17.80804,16.40565,15.87302,15.66752,15.57402,0.000583676
STAR,17.12679,15.69859,15.13445,14.87864,14.75702,0.000818883
STAR,16.95503,15.77961,15.38362,15.24728,15.20409,-3.99E-05
STAR,19.27622,17.82478,17.25574,17.03518,16.95216,5.64E-05
STAR,18.03662,16.98351,16.61516,16.47126,16.44409,0.000493465
GALAXY,18.25865,17.02861,16.46189,16.04739,15.83471,0.06763151
GALAXY,17.84987,16.81754,16.46004,16.16543,16.05188,0.06763194
GALAXY,19.47508,18.2188,17.51735,17.12455,16.88107,0.09899619
GALAXY,19.41969,17.73583,16.94641,16.48913,16.14645,0.04537289
STAR,19.3038,18.36229,17.98717,17.82884,17.75356,0.000947285
GALAXY,18.19801,16.71865,16.05086,15.69007,15.42156,0.04558413
GALAXY,19.13552,17.9118,17.23095,16.83471,16.63399,0.1277961
GALAXY,19.56746,17.68348,16.75961,16.28287,15.9689,0.08233592
STAR,17.36759,16.32262,15.92653,15.78974,15.7319,0.000157315
GALAXY,18.35793,16.7706,16.00919,15.55539,15.26443,0.06871629
GALAXY,19.42851,17.71706,16.92463,16.53837,16.25746,0.0454929
GALAXY,17.70722,16.25798,15.66043,15.3037,15.05074,0.03258915
GALAXY,19.5525,18.29545,17.64888,17.27122,17.03209,0.04524813
GALAXY,19.02397,17.8075,17.33188,17.01379,16.87898,0.08289812
GALAXY,17.68056,15.88608,15.03724,14.61983,14.32251,0.0455028
GALAXY,19.30037,17.53251,16.70961,16.31328,16.05762,0.04505232
GALAXY,17.38289,15.45476,14.58149,14.15858,13.88777,0.04545481
GALAXY,18.01604,16.88368,16.37504,16.04907,15.84315,0.04709719
STAR,19.05784,17.99233,17.61009,17.46888,17.4226,9.92E-05
GALAXY,18.98699,17.53943,16.87417,16.45842,16.1823,0.08216471
QSO,19.10822,18.88631,18.82837,18.88889,18.67179,0.8238716
STAR,18.78645,17.8763,17.52486,17.40454,17.31874,0.000614075
STAR,17.23898,16.27942,15.99986,15.88729,15.88375,0.001127956
GALAXY,19.36329,18.1704,17.45988,17.04916,16.79315,0.1323511
GALAXY,19.1594,17.24723,16.275,15.79847,15.4048,0.1253767
GALAXY,19.5099,18.07586,17.2748,16.78742,16.47528,0.1274005
GALAXY,17.08624,15.41548,14.67285,14.25464,13.94828,0.04874202
GALAXY,18.25216,16.97763,16.14039,15.70377,15.40898,0.09546115
GALAXY,19.04738,17.27611,16.22921,15.76583,15.47639,0.1504243
STAR,18.05222,17.573,17.58442,17.96936,17.81894,-0.000185248
STAR,16.73387,16.3983,16.69784,17.23726,17.22964,6.76E-05
GALAXY,18.4152,17.06829,16.28968,15.90045,15.56252,0.127209
GALAXY,18.77066,17.4621,16.75475,16.31569,16.04499,0.08425979
GALAXY,19.0783,17.99835,17.39878,17.12562,16.75967,0.1269785
GALAXY,18.03967,16.1277,15.22855,14.84962,14.42671,0.05494982
STAR,18.41071,17.1647,16.74161,16.80169,16.53306,-2.56E-05
STAR,19.45115,18.60585,18.35854,18.48253,18.20094,-0.000303353
GALAXY,18.15195,16.394,15.53177,15.15704,14.77832,0.0549181
GALAXY,19.47202,19.2716,19.39471,19.01953,19.35224,0.1058703
STAR,19.30436,18.36224,18.27722,17.95377,17.82088,0.00040368
GALAXY,18.5671,16.76936,15.97849,15.4581,15.0655,0.05506185
STAR,18.31808,16.92567,16.06912,15.93639,15.61566,4.41E-05
STAR,19.08571,18.10841,17.60716,17.2395,17.05445,0.000414178
STAR,18.80687,17.59052,16.99104,16.68833,16.40488,0.000479189
STAR,19.06073,17.3856,16.35453,16.25618,15.96754,-6.62E-05
GALAXY,19.52861,17.69474,16.79898,16.2515,15.88424,0.1368902
GALAXY,17.96697,16.23968,15.39551,14.88264,14.51203,0.05255749
QSO,19.55666,19.50379,19.18158,19.10172,19.20013,1.287488
GALAXY,18.91312,17.68974,17.08591,16.72127,16.4757,0.052235
GALAXY,17.60647,15.89232,15.03875,14.59622,14.27452,0.05047373
QSO,18.8744,17.72035,16.84579,16.36815,16.08838,0.1582861
STAR,18.49873,17.64373,17.32759,17.19038,17.18332,8.08E-05
GALAXY,19.39956,17.76706,16.83544,16.39579,16.07255,0.1029651
GALAXY,19.48226,18.36842,17.7566,17.33025,17.10299,0.07327983
STAR,19.47256,18.30432,17.65153,17.20574,16.88562,-0.00012839
GALAXY,19.00153,17.99588,17.60085,17.30619,17.22283,0.05002216
QSO,18.99936,18.89125,18.90796,18.69446,18.73692,1.809132
STAR,18.97083,18.15015,17.81519,17.70127,17.65623,0.000152504
GALAXY,18.8587,17.63261,16.96923,16.58288,16.35598,0.07288828
GALAXY,18.85176,17.59372,16.97579,16.58987,16.36996,0.0729069
GALAXY,18.90537,17.86161,17.4994,17.26539,17.14336,0.03012766
GALAXY,19.38707,18.26975,17.67073,17.28023,17.10728,0.1370553
GALAXY,18.27912,16.37875,15.35701,14.80037,14.34727,0.05517036
GALAXY,18.25967,16.41664,15.4757,14.97828,14.58763,0.07253711
GALAXY,19.13404,17.36423,16.46231,15.99011,15.66199,0.07297799
GALAXY,18.55044,16.67768,15.75496,15.32014,14.97621,0.07949858
GALAXY,19.39311,18.31761,17.80091,17.48605,17.40036,0.1424396
QSO,19.33464,19.00286,18.86361,18.91704,18.79409,0.8080961
QSO,19.2166,18.86027,18.88234,19.00352,18.9063,0.809414
GALAXY,19.04049,17.95826,17.31968,16.92717,16.73017,0.08313201
GALAXY,19.43227,17.52265,16.5008,16.02334,15.66777,0.1315266
GALAXY,18.79135,16.81514,15.87566,15.4348,15.0958,0.08273616
STAR,19.48598,18.56854,18.28275,18.16727,18.15611,0.00015543
GALAXY,19.44621,17.7462,16.84758,16.40508,16.04844,0.08438914
STAR,18.42507,16.71873,16.02575,15.96535,15.67761,-0.000165496
STAR,17.84543,16.53516,16.44094,16.44811,16.44713,-6.60E-05
GALAXY,19.52789,17.57775,16.63182,16.19422,15.83456,0.05830718
STAR,19.50715,18.0246,17.40697,17.1844,17.0395,-0.000473392
GALAXY,18.58974,16.99068,16.2275,15.77609,15.43725,0.05920999
GALAXY,18.41596,17.23816,16.75388,16.45004,16.2776,0.05833568
GALAXY,17.15324,15.80188,15.18173,14.80921,14.53041,0.04401696
GALAXY,18.7,16.82385,15.92553,15.50614,15.18773,0.05802495
STAR,17.28729,16.04997,15.96018,15.99582,16.04962,0.000256576
GALAXY,19.38855,17.40104,16.48235,16.07033,15.70809,0.04392764
GALAXY,19.28966,18.25311,17.57343,17.18205,16.90248,0.1636657
GALAXY,19.44665,18.37631,17.86821,17.46901,17.20613,0.08857036
STAR,18.93357,16.99811,16.28914,16.05847,15.93387,-8.19E-05
STAR,19.50037,18.48351,18.22823,18.1204,18.08995,-0.000312555
STAR,18.23962,17.11235,16.66226,16.49823,16.42446,0.000192762
STAR,19.49442,18.51838,18.12218,17.94275,17.87964,0.000620703
STAR,18.61143,17.29429,16.78116,16.58647,16.51054,-0.000120289
GALAXY,19.16841,17.48896,16.59825,16.13669,15.81549,0.1269674
STAR,19.095,17.9404,17.52209,17.35552,17.30889,0.000128715
GALAXY,18.96146,17.43685,16.61513,16.19177,15.86035,0.1256537
GALAXY,19.5148,18.09737,17.24295,16.76161,16.44787,0.0809674
STAR,17.09773,16.20094,15.91587,15.80051,15.77086,-6.20E-05
STAR,18.97022,18.0763,17.8006,17.6889,17.66987,8.18E-05
GALAXY,17.02505,15.07137,14.19486,13.78339,13.48647,0.0677539
GALAXY,18.284,16.33137,15.45633,15.04551,14.73886,0.06791998
GALAXY,19.31261,17.88058,17.26752,16.90013,16.60612,0.06856868
GALAXY,18.7747,17.5781,17.0159,16.62524,16.40615,0.06841835
GALAXY,18.81176,17.70109,17.21091,16.85382,16.69174,0.08083197
GALAXY,19.31974,18.14426,17.5869,17.20954,17.02515,0.1366228
STAR,17.32767,16.45438,16.16633,16.04772,16.0199,0.000136966
QSO,19.49343,19.0698,18.38652,18.1938,17.66139,0.3304223
GALAXY,19.07196,18.45543,18.35793,18.3579,18.2889,0.02091426
STAR,19.21652,18.21712,18.10463,18.09112,18.10493,0.000698264
GALAXY,19.50927,18.12367,17.45484,17.01846,16.75716,0.07959896
STAR,19.54064,18.37588,18.40803,18.46017,18.51913,-0.000136213
GALAXY,19.58406,17.62415,16.62596,16.1671,15.74457,0.08232366
GALAXY,19.09258,18.01324,17.54988,17.19303,17.02545,0.09191523
QSO,19.08596,19.07237,19.08728,18.89943,18.84052,1.914007
GALAXY,19.18453,18.11502,17.76603,17.48013,17.41267,0.0835517
GALAXY,19.12541,17.86209,17.32662,16.98217,16.81734,0.08979361
GALAXY,19.53066,17.6087,16.74273,16.33952,16.04812,0.0895499
STAR,19.2253,18.33735,18.1373,18.01203,18.00079,-2.24E-05
STAR,17.50199,16.51457,16.38553,16.3608,16.3917,0.000262106
STAR,17.59857,16.60174,16.56716,16.57754,16.63713,6.29E-05
GALAXY,19.34187,17.26272,16.29639,15.86164,15.56006,0.09070113
GALAXY,18.70885,16.77277,15.8551,15.41105,15.08377,0.0913142
STAR,16.5718,15.64367,15.33654,15.22739,15.20843,-6.21E-05
STAR,19.06599,17.92032,17.41504,17.18325,17.06621,0.000210615
STAR,18.48222,17.49325,17.08255,16.89532,16.82697,0.000241502
STAR,17.13654,16.03048,15.62024,15.47803,15.39691,3.04E-05
STAR,19.40716,17.78006,16.91992,16.72598,16.48121,-0.000251273
STAR,17.33077,16.34117,15.90429,15.72185,15.63862,-0.000263366
GALAXY,18.43803,17.08073,16.50616,16.17469,15.96114,0.04064452
STAR,19.5495,18.2529,18.31471,18.40305,18.45414,-0.000446146
STAR,19.48856,18.49235,17.13396,17.68793,17.43866,3.68E-05
GALAXY,19.26589,18.15041,17.8896,17.74546,17.71285,0.02251297
GALAXY,16.87993,16.60884,16.604,16.73685,16.66611,0.005289246
GALAXY,17.37293,16.67231,16.44412,16.50912,16.48517,0.005270182
STAR,17.89899,16.67984,16.2214,16.03861,15.96606,-0.00012438
STAR,18.90936,17.97646,17.71487,17.5854,17.57275,-0.000226742
GALAXY,18.99492,17.79404,17.16438,16.80595,16.59802,0.0969395
STAR,19.34161,18.36409,18.35733,17.93534,17.87378,0.000268531
GALAXY,17.60564,15.6884,14.79852,14.34542,14.01396,0.04017343
GALAXY,19.15754,17.41416,16.56482,16.18512,15.89214,0.04040727
STAR,18.6517,17.42096,16.94758,16.77098,16.68664,0.00028151
STAR,19.079,17.9182,17.45819,17.26698,17.19474,1.23E-05
QSO,18.96363,18.67637,18.47234,18.41949,17.96547,0.3698131
GALAXY,17.70096,15.78726,14.89818,14.48576,14.14392,0.03511012
STAR,19.38032,19.1054,18.53906,17.78223,17.28659,-5.96E-05
GALAXY,19.33928,17.86101,17.04922,16.61506,16.28878,0.09219278
GALAXY,18.82345,17.2439,16.36413,15.88445,15.51134,0.07223801
GALAXY,19.26516,17.99321,17.47414,17.14265,16.93251,0.06389839
GALAXY,18.89091,17.70877,17.08739,16.63596,16.4144,0.078319
STAR,19.18798,18.13364,17.75528,17.61068,17.55723,-6.89E-05
GALAXY,19.11118,17.97169,17.52744,17.27083,17.17729,0.0352582
GALAXY,19.42328,17.38028,16.37687,15.93596,15.58416,0.09004497
GALAXY,19.20103,17.75733,16.96925,16.56822,16.26453,0.09493727
GALAXY,18.73026,17.37945,16.62684,16.22299,15.92939,0.09548915
GALAXY,19.24236,18.18596,17.61742,17.20611,17.01726,0.05858022
GALAXY,19.5403,17.54965,16.58414,16.16101,15.81551,0.09463031
GALAXY,19.06376,17.60402,16.85892,16.4708,16.21223,0.0879248
GALAXY,18.17485,16.16745,15.19847,14.7566,14.40484,0.07252388
GALAXY,18.33101,16.86031,16.08617,15.68345,15.38158,0.07254209
STAR,19.05,17.5862,16.81732,16.80353,16.68037,-0.000394693
GALAXY,19.44932,18.11353,17.47403,17.06372,16.78604,0.04933764
GALAXY,19.35118,17.48843,16.39488,15.94884,15.59169,0.1380527
GALAXY,19.43566,17.51004,16.51138,16.06897,15.69386,0.09167954
GALAXY,18.68642,17.16112,16.17371,15.71859,15.34876,0.1373313
STAR,18.61315,17.45258,16.97596,16.78189,16.71016,-0.000239642
GALAXY,19.16253,17.2394,16.24816,15.82092,15.46671,0.09259003
GALAXY,19.30239,17.90054,17.11262,16.66364,16.33702,0.1213931
GALAXY,18.36191,17.01026,16.28012,15.86637,15.55808,0
GALAXY,19.0045,18.01168,17.53749,17.18568,17.02963,0.09100856
STAR,19.19761,18.24229,17.93452,17.83335,17.78194,-0.000240267
GALAXY,19.29148,17.93668,17.16398,16.72054,16.40235,0.1028107
GALAXY,18.76488,16.75557,15.72566,15.272,14.89623,0.1041638
STAR,18.57402,17.02862,17.23617,16.02324,15.75955,7.07E-05
STAR,18.37057,17.37423,17.0055,16.85887,16.80087,-0.000169658
GALAXY,16.40321,15.30992,14.76459,14.44112,14.18412,0.03448851
STAR,17.50174,16.63681,16.38136,16.26399,16.24027,0.000687958
GALAXY,18.99793,17.98879,17.67329,17.42834,17.35325,0.06573609
GALAXY,18.41656,16.56373,15.71462,15.29309,14.9937,0.0450113
GALAXY,18.82732,17.75511,17.38534,17.10863,16.95858,0.04573169
GALAXY,18.24725,17.01657,16.38094,15.97644,15.68783,0.09174398
GALAXY,16.31679,14.43822,13.60812,13.18927,12.87464,0.03264382
GALAXY,19.39182,17.86246,17.0881,16.66994,16.33479,0.1046337
STAR,18.98477,17.67358,17.1524,16.93675,16.83978,0.000132143
STAR,17.74981,16.3706,15.79374,15.55993,15.43938,0.000726375
GALAXY,18.02533,16.21547,15.3897,14.99442,14.66485,0.03367543
STAR,19.47393,18.52681,18.06553,17.89397,17.80569,0.000241763
STAR,16.67769,15.71488,15.42377,15.31572,15.28782,0.000739175
STAR,18.98954,17.9579,17.60297,17.46679,17.42479,0.000432986
STAR,17.92968,16.7246,16.17758,15.95619,15.85291,0.000258686
GALAXY,17.80942,16.91912,16.53034,16.2816,16.08997,0.03270039
GALAXY,16.89136,15.26652,14.54051,14.14228,14.03142,0.03367684
GALAXY,18.51634,17.22942,16.62367,16.30447,16.00748,0.0324094
GALAXY,18.86359,17.63915,17.2496,16.99328,16.77546,0.04574162
GALAXY,18.57545,17.69762,17.42867,17.19116,17.09629,0.04373935
GALAXY,18.69638,17.5135,17.03326,16.73913,16.56244,0.04374476
STAR,18.36133,16.78701,16.233,16.03458,15.96702,7.71E-05
STAR,18.52627,17.55884,17.26837,17.15855,17.14781,0.000717076
QSO,18.23089,18.00649,17.94285,17.84927,17.67285,2.167938
GALAXY,18.22859,16.2122,15.3414,14.91876,14.58739,0.04526117
STAR,17.26762,16.29805,15.98677,15.8453,15.79901,0.000580009
STAR,17.9831,16.54539,15.99986,15.83649,15.77477,0.000140346
STAR,18.00937,16.82348,16.32371,16.12589,16.0139,0.000984717
STAR,19.14637,17.78057,17.22375,17.00658,16.88385,-5.92E-05
GALAXY,19.33632,17.8272,17.1501,16.77264,16.48867,0.04390857
GALAXY,17.85039,16.6628,16.14396,15.81526,15.60259,0.04454955
STAR,18.73226,17.57862,17.17062,17.02535,16.97343,-0.000121439
STAR,19.00329,17.36013,16.67788,16.41988,16.27547,-8.14E-05
STAR,17.55287,16.21224,15.66699,15.45332,15.32904,0.000146674
STAR,17.61469,16.27022,15.74732,15.5555,15.45674,0.000437926
QSO,19.35823,18.87784,18.73177,18.62051,18.30847,2.239872
STAR,18.42869,16.93047,16.39943,16.21922,16.1305,0.000388954
GALAXY,19.35593,18.02826,17.45019,17.09075,16.89256,0.09258463
GALAXY,19.19406,17.34206,16.40317,15.97786,15.63373,0.0882312
GALAXY,19.27164,17.72126,16.88318,16.38929,16.03131,0.06718142
STAR,19.48281,18.03696,17.50586,17.3302,17.21866,-9.62E-06
STAR,18.22338,16.75243,16.20446,16.00608,15.90053,0.000129666
STAR,17.47177,15.88283,15.29356,15.11496,15.02192,5.32E-05
STAR,18.89107,17.50554,16.95001,16.74096,16.63092,0.00011882
STAR,18.70667,17.35542,16.81054,16.61528,16.53913,8.78E-05
GALAXY,18.07747,16.51774,15.78822,15.41271,15.10864,0.02169315
GALAXY,19.1226,17.63948,16.92612,16.52086,16.19322,0.09318665
GALAXY,17.74793,15.88608,15.05266,14.65751,14.32657,0.04458822
GALAXY,18.98039,17.15379,16.21865,15.81387,15.49467,0.1311851
GALAXY,16.11465,14.66308,13.9526,13.55285,13.25853,0.01378677
STAR,19.59462,17.98973,17.38827,17.17789,17.05689,0.00013905
STAR,16.48443,15.40966,15.11532,15.02317,15.00822,0.000348747
GALAXY,18.82088,16.88609,15.91203,15.47156,15.09009,0.1011705
STAR,19.57977,18.18364,17.61518,17.39694,17.26024,0.000774509
STAR,18.2193,16.77921,16.29695,16.145,16.08203,-0.000238802
STAR,19.55845,18.03698,17.45229,17.23507,17.13822,-0.000111451
GALAXY,19.38992,17.6098,16.74781,16.37781,16.0239,0.1162712
GALAXY,19.29338,18.06218,17.4456,17.06176,16.79659,0.09776787
QSO,18.0981,17.90969,17.68758,17.64903,17.21803,0.3450821
STAR,18.25816,16.46836,15.87941,15.5571,15.33484,-0.000202416
STAR,17.54718,16.33702,16.19579,16.19462,16.21391,0.000530561
QSO,18.4524,17.90763,17.95855,17.86951,17.67394,2.339685
STAR,16.0212,15.04538,14.71856,14.58709,14.57695,-0.000100341
GALAXY,18.80836,17.48252,16.93397,16.60427,16.35431,0.05267144
STAR,18.80684,17.25921,16.64474,16.4515,16.35764,2.48E-05
STAR,16.14125,14.71289,14.17676,14.01663,13.98282,0.000155481
GALAXY,18.83808,17.4372,16.67808,16.26645,15.97363,0.1113188
STAR,18.70758,16.70299,15.97122,15.7504,15.64861,6.59E-05
STAR,18.14164,16.54978,15.96036,15.76024,15.67016,7.31E-05
GALAXY,19.54775,17.60276,16.60764,16.1824,15.82193,0.1114757
STAR,19.32267,17.81147,17.22762,17.01637,16.91282,-0.000216621
GALAXY,19.59573,17.75395,16.92545,16.43412,16.00011,0.06631631
STAR,17.99757,16.34871,15.71437,15.50229,15.41972,5.11E-05
STAR,19.24438,18.33575,18.05283,17.93375,17.94525,0.000235302
STAR,18.26831,17.84122,17.92896,18.0808,18.26699,-8.18E-05
STAR,18.04071,16.55182,15.98753,15.79392,15.6972,-0.000146538
STAR,17.21011,15.73418,15.15197,14.93736,14.87017,8.86E-06
STAR,16.78563,15.35958,14.81031,14.61308,14.54405,6.28E-05
STAR,18.97846,17.89978,17.41686,17.21656,17.17675,-6.80E-05
STAR,17.19277,15.44184,14.74499,14.49396,14.3881,0.000142268
QSO,19.34139,19.11455,19.06859,18.94254,18.92473,1.50072
STAR,16.46893,16.83317,17.3166,17.67336,17.95706,-2.79E-05
STAR,17.84835,16.24686,15.62136,15.39193,15.2876,0.000110214
STAR,18.68053,16.95213,16.3276,16.12374,16.05848,0.00012093
STAR,18.55868,17.23854,16.70911,16.49056,16.3961,-0.000303184
STAR,19.33969,18.44056,18.15224,18.01887,18.07632,-0.000257077
GALAXY,19.18197,18.20671,17.83309,17.63694,17.47277,0.01298686
QSO,19.22629,19.06657,18.99713,18.7096,18.6171,1.779616
GALAXY,17.67276,16.689,16.24314,16.00089,15.77436,0.01326671
QSO,19.32746,19.06211,18.67623,18.37539,18.21744,0.2200079
GALAXY,19.20138,17.71001,16.83643,16.36566,16.03073,0.1350602
STAR,19.22471,18.24258,17.88576,17.76614,17.67167,0.000323539
GALAXY,18.33528,17.16502,16.77295,16.54071,16.38678,0.03148175
QSO,18.20844,17.6475,17.4597,17.60306,17.40953,0.7155533
GALAXY,19.44764,17.48575,16.52393,16.0135,15.60751,0.06713808
GALAXY,19.56235,17.60667,16.62978,16.16214,15.77428,0.06668576
GALAXY,18.8406,17.04249,16.18192,15.72686,15.38591,0.06551877
STAR,16.36731,16.56255,16.97414,17.28705,17.53714,8.71E-05
STAR,17.79439,16.70793,16.49356,16.45081,16.49115,2.19E-05
GALAXY,18.77473,17.50287,17.00204,16.71657,16.57352,0.05053042
QSO,18.91047,18.66775,18.74279,18.53487,18.28702,2.16108
STAR,17.64894,16.58388,16.22972,16.10134,16.06104,0.000124848
GALAXY,19.27291,17.95937,17.32546,16.9016,16.70035,0.09613567
QSO,19.42206,19.21643,19.06932,18.8515,18.76409,1.542721
GALAXY,19.39166,18.11162,17.42538,17.04263,16.85616,0.1023617
GALAXY,18.58477,17.23203,16.43939,16.03147,15.74178,0.08248463
GALAXY,19.29902,18.13118,17.59174,17.24161,17.0115,0.069855
GALAXY,18.78841,17.2533,16.40917,15.97491,15.64878,0.0852924
STAR,18.50003,17.24703,17.22732,17.24711,17.28606,0.000475974
GALAXY,19.06614,16.99465,15.9954,15.52767,15.17155,0.08313769
GALAXY,18.40498,17.14952,16.57796,16.23831,16.03331,0.08400386
GALAXY,18.84212,17.68028,17.15309,16.79472,16.62314,0.084067
GALAXY,19.4942,18.05807,17.27173,16.86168,16.52768,0.08387157
GALAXY,18.25967,16.3059,15.33127,14.91853,14.57861,0.08314948
STAR,18.80905,18.37338,18.64598,18.83105,19.01808,-0.000104588
GALAXY,18.21854,16.48347,15.65366,15.2478,14.92775,0.06509142
GALAXY,18.39147,17.15819,16.65509,16.33485,16.16603,0.06493402
GALAXY,17.36732,16.20892,15.69143,15.37844,15.14175,0.04364219
GALAXY,18.77452,17.63819,16.93555,16.55383,16.30377,0.1235702
GALAXY,19.0186,17.74239,17.22008,16.90991,16.69866,0.09226175
GALAXY,19.55528,17.73928,16.86703,16.4481,16.11761,0.0867205
GALAXY,18.41918,17.27801,16.805,16.51095,16.3182,0.04804159
QSO,19.52566,18.74443,18.71345,18.77809,18.67544,0.901266
GALAXY,18.66148,17.21544,16.44024,16.02297,15.70256,0.07389112
GALAXY,19.07226,17.3077,16.26892,15.82573,15.4951,0.1569634
QSO,19.17924,19.07219,18.84341,18.77594,18.84654,1.330264
GALAXY,18.05824,16.40586,15.55279,15.08307,14.73853,0.06551905
GALAXY,18.34064,16.31785,15.34878,14.85411,14.49675,0.0648197
GALAXY,19.1644,17.21216,16.32792,15.91253,15.59378,0.06514609
GALAXY,17.6798,16.31506,15.61499,15.23855,14.94744,0.03963303
STAR,17.19741,16.22564,15.94651,15.85619,15.84539,0.000469134
GALAXY,18.65083,16.79951,15.92842,15.53002,15.20865,0.0644965
GALAXY,19.56287,17.70597,16.75658,16.21105,15.77371,0.03989328
GALAXY,19.06651,17.92863,17.40563,17.06791,16.91916,0.09699396
STAR,19.02622,18.57345,18.62417,18.70597,18.86148,-0.000133783
STAR,17.14484,16.82611,17.10633,17.35013,17.5986,-9.01E-05
GALAXY,18.96952,17.75198,17.14104,16.75189,16.55224,0.0906776
GALAXY,17.77293,16.36301,15.65379,15.24727,14.97984,0.08997068
QSO,19.08487,19.05483,18.66277,18.4579,18.07703,0.2757469
GALAXY,19.06807,17.87498,17.24703,16.87582,16.63868,0.08343689
STAR,18.31569,17.45015,17.13064,16.9965,16.95776,0.000573438
GALAXY,18.9879,17.32927,16.56395,16.20898,15.91057,0.1219616
QSO,18.98431,18.61915,18.77658,18.55459,18.49757,0.5433545
STAR,19.49758,18.57076,18.26166,18.15741,18.13474,0.000560479
STAR,18.86474,17.91458,17.57982,17.45879,17.41592,0.000182179
QSO,19.48996,19.3194,19.27734,19.09357,18.85926,2.138333
GALAXY,19.4641,18.00401,17.5045,17.19832,17.03392,0.05463228
GALAXY,19.54808,18.37664,17.79705,17.41865,17.21045,0.1266564
STAR,18.40134,17.35246,17.0206,16.90187,16.85266,-0.000498808
STAR,16.38294,15.03653,14.55807,14.39245,14.34412,-0.000200238
STAR,17.39926,15.90904,15.31429,15.09828,14.98883,-0.000185715
GALAXY,19.28757,18.08588,17.44984,17.03975,16.90682,0.100708
